,CommitCommentEvent,CreateEvent,DeleteEvent,DownloadEvent,FollowEvent,ForkEvent,GistEvent,GollumEvent,IssueCommentEvent,IssuesEvent,MemberEvent,PublicEvent,PullRequestEvent,PullRequestReviewCommentEvent,PushEvent,ReleaseEvent,WatchEvent
2013-12-21,1380.0,18968.0,2298.0,,,6192.0,2144.0,2292.0,12149.0,8457.0,635.0,138.0,5944.0,993.0,86289.0,386.0,16560.0
2013-12-22,1568.0,21049.0,3123.0,,,7192.0,2754.0,2410.0,13511.0,11572.0,608.0,201.0,6460.0,1190.0,97335.0,413.0,19743.0
2013-12-23,1963.0,26055.0,4036.0,,,9133.0,3245.0,3096.0,19048.0,11618.0,833.0,210.0,9174.0,2357.0,115627.0,441.0,24121.0
2013-12-24,1413.0,19954.0,2441.0,,,7182.0,2344.0,2413.0,13064.0,8731.0,592.0,135.0,6363.0,1451.0,86974.0,422.0,19340.0
2013-12-25,968.0,18371.0,1870.0,,,6575.0,1923.0,2204.0,9499.0,7175.0,464.0,97.0,5358.0,868.0,78048.0,278.0,18344.0
2013-12-26,1539.0,23339.0,2953.0,,,8318.0,2642.0,2988.0,14888.0,11506.0,708.0,156.0,7372.0,1805.0,100134.0,414.0,22060.0
2013-12-27,1547.0,23418.0,3476.0,,,7854.0,2691.0,2791.0,18196.0,12513.0,648.0,204.0,8047.0,1673.0,101731.0,474.0,19903.0
2013-12-28,1298.0,18744.0,2586.0,,,6057.0,1923.0,2360.0,12609.0,8706.0,511.0,143.0,5529.0,1227.0,88509.0,441.0,17925.0
2013-12-29,1306.0,20816.0,2807.0,,,6897.0,2312.0,2784.0,13677.0,12508.0,584.0,187.0,6339.0,1149.0,97132.0,405.0,21063.0
2013-12-30,2139.0,25010.0,3773.0,,,9216.0,2863.0,2860.0,19854.0,13306.0,787.0,182.0,9358.0,2149.0,117271.0,512.0,23970.0
2013-12-31,1454.0,19861.0,2541.0,,,6166.0,2037.0,2114.0,13635.0,8847.0,433.0,154.0,6851.0,1342.0,87803.0,432.0,17011.0
